C:\Users\Harshit\Desktop\simulator\data\IMG\center_2020_05_08_08_57_02_026.jpg, C:\Users\Harshit\Desktop\simulator\data\IMG\left_2020_05_08_08_57_02_026.jpg, C:\Users\Harshit\Desktop\simulator\data\IMG\right_2020_05_08_08_57_02_026.jpg, 0, 0, 0, 7.807749E-05
C:\Users\Harshit\Desktop\simulator\data\IMG\center_2020_05_08_08_57_02_131.jpg, C:\Users\Harshit\Desktop\simulator\data\IMG\left_2020_05_08_08_57_02_131.jpg, C:\Users\Harshit\Desktop\simulator\data\IMG\right_2020_05_08_08_57_02_131.jpg, 0, 0, 0, 7.770828E-05
C:\Users\Harshit\Desktop\simulator\data\IMG\center_2020_05_08_08_57_02_231.jpg, C:\Users\Harshit\Desktop\simulator\data\IMG\left_2020_05_08_08_57_02_231.jpg, C:\Users\Harshit\Desktop\simulator\data\IMG\right_2020_05_08_08_57_02_231.jpg, 0, 0, 0, 7.825236E-05
C:\Users\Harshit\Desktop\simulator\data\IMG\center_2020_05_08_08_57_02_335.jpg, C:\Users\Harshit\Desktop\simulator\data\IMG\left_2020_05_08_08_57_02_335.jpg, C:\Users\Harshit\Desktop\simulator\data\IMG\right_2020_05_08_08_57_02_335.jpg, 0, 0, 0, 7.813385E-05
C:\Users\Harshit\Desktop\simulator\data\IMG\center_2020_05_08_08_57_02_439.jpg, C:\Users\Harshit\Desktop\simulator\data\IMG\left_2020_05_08_08_57_02_439.jpg, C:\Users\Harshit\Desktop\simulator\data\IMG\right_2020_05_08_08_57_02_439.jpg, 0, 0, 0, 7.78306E-05
C:\Users\Harshit\Desktop\simulator\data\IMG\center_2020_05_08_08_57_02_539.jpg, C:\Users\Harshit\Desktop\simulator\data\IMG\left_2020_05_08_08_57_02_539.jpg, C:\Users\Harshit\Desktop\simulator\data\IMG\right_2020_05_08_08_57_02_539.jpg, 0, 0, 0, 7.882853E-05
C:\Users\Harshit\Desktop\simulator\data\IMG\center_2020_05_08_08_57_02_643.jpg, C:\Users\Harshit\Desktop\simulator\data\IMG\left_2020_05_08_08_57_02_643.jpg, C:\Users\Harshit\Desktop\simulator\data\IMG\right_2020_05_08_08_57_02_643.jpg, 0, 0, 0, 8.153349E-05
C:\Users\Harshit\Desktop\simulator\data\IMG\center_2020_05_08_08_57_02_743.jpg, C:\Users\Harshit\Desktop\simulator\data\IMG\left_2020_05_08_08_57_02_743.jpg, C:\Users\Harshit\Desktop\simulator\data\IMG\right_2020_05_08_08_57_02_743.jpg, 0, 0, 0, 7.825075E-05
C:\Users\Harshit\Desktop\simulator\data\IMG\center_2020_05_08_08_57_02_844.jpg, C:\Users\Harshit\Desktop\simulator\data\IMG\left_2020_05_08_08_57_02_844.jpg, C:\Users\Harshit\Desktop\simulator\data\IMG\right_2020_05_08_08_57_02_844.jpg, 0, 0, 0, 8.399294E-05
C:\Users\Harshit\Desktop\simulator\data\IMG\center_2020_05_08_08_57_02_946.jpg, C:\Users\Harshit\Desktop\simulator\data\IMG\left_2020_05_08_08_57_02_946.jpg, C:\Users\Harshit\Desktop\simulator\data\IMG\right_2020_05_08_08_57_02_946.jpg, 0, 0, 0, 8.440178E-05
C:\Users\Harshit\Desktop\simulator\data\IMG\center_2020_05_08_08_57_03_050.jpg, C:\Users\Harshit\Desktop\simulator\data\IMG\left_2020_05_08_08_57_03_050.jpg, C:\Users\Harshit\Desktop\simulator\data\IMG\right_2020_05_08_08_57_03_050.jpg, 0, 0, 0, 8.040887E-05
C:\Users\Harshit\Desktop\simulator\data\IMG\center_2020_05_08_08_57_03_151.jpg, C:\Users\Harshit\Desktop\simulator\data\IMG\left_2020_05_08_08_57_03_151.jpg, C:\Users\Harshit\Desktop\simulator\data\IMG\right_2020_05_08_08_57_03_151.jpg, 0, 0, 0, 8.338175E-05
C:\Users\Harshit\Desktop\simulator\data\IMG\center_2020_05_08_08_57_03_255.jpg, C:\Users\Harshit\Desktop\simulator\data\IMG\left_2020_05_08_08_57_03_255.jpg, C:\Users\Harshit\Desktop\simulator\data\IMG\right_2020_05_08_08_57_03_255.jpg, 0, 0, 0, 7.800342E-05
C:\Users\Harshit\Desktop\simulator\data\IMG\center_2020_05_08_08_57_03_360.jpg, C:\Users\Harshit\Desktop\simulator\data\IMG\left_2020_05_08_08_57_03_360.jpg, C:\Users\Harshit\Desktop\simulator\data\IMG\right_2020_05_08_08_57_03_360.jpg, 0, 0, 0, 8.395427E-05
